IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
133,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']","['not responding merupakan suatu keadaan dimana software yang digunakan mengalami gagal dalam memahami perintah sehingga komputer akan memberikan pilihan apakah ingin menunggu atau memberhentikan secara paksa', 'sedangkan hang merupakan keadaan dimana sistem operasi tidak menanggapi semua perintah dari hardware pada kondisi ini dapat disimpulkan bahwa terdapat kerusakan pada komponen komputer']",3,10,"3,00",E,1
134,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']","['hang adalah os yang tidak dapat menanggapi segala perintah yang dimasukkan', 'not responding adalah adalah suatu keadaan dimana software yang dugunakan mengalami kegagalan perintah']",3,10,"3,00",E,1
135,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']","['perbedaan antara not responding dan hang terletak pada tingkat kegagalan aplikasi', 'not responding terjadi ketika aplikasi berhenti merespons sementara biasanya karena proses yang sedang berjalan memakan waktu lama atau terbebani tetapi aplikasi masih aktif dan mungkin pulih setelah beberapa waktu', 'sementara itu hang adalah kondisi di mana aplikasi benar benar berhenti bekerja tanpa ada kemungkinan pemulihan sehingga memerlukan penutupan paksa atau restart']",10,10,"10,00",A,5
136,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']","['perbedaan antara not responding dan hang terletak pada sifat dan durasi masalah yang dialami oleh aplikasi', 'not responding biasanya menunjukkan bahwa aplikasi tidak merespons input pengguna untuk sementara waktu tetapi masih dapat pulih dan melanjutkan operasi setelah beban kerja selesai', 'sebaliknya hang merujuk pada keadaan di mana aplikasi sepenuhnya terhenti dan tidak dapat berfungsi lagi sehingga memerlukan penutupan paksa atau restart untuk kembali beroperasi', 'dengan kata lain not responding bersifat sementara sementara hang menunjukkan keadaan yang lebih permanen']",10,10,"10,00",A,5
137,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']","['not responding biasanya merujuk pada aplikasi yang tidak memberikan respons terhadap input pengguna untuk sementara waktu tetapi masih berjalan di latar belakang', 'ini bisa terjadi ketika aplikasi sibuk dengan tugas yang berat atau mengalami deadlock sementara', 'sedangkan hang mengacu pada kondisi di mana aplikasi benar benar berhenti bekerja dan tidak dapat melanjutkan operasi sering kali membutuhkan pemaksaan untuk menutup aplikasi tersebut karena sistem tidak bisa memulihkan keadaannya secara otomatis']",10,10,"10,00",A,5
138,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']",['not responding bersifat recoverable sedangkan hang bersifat non recoverable'],6,10,"6,00",C,3
139,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']",['not responding berarti sistem tidak bisa merespon dan mungkin pulih dalam beberapa saat sedangkan hang tidak'],6,10,"6,00",C,3
140,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']",['not responding berarti sistem tidak dapat memberikan respons dan mungkin akan pulih setelah beberapa saat sementara hang tidak menunjukkan kemungkinan pemulihan'],6,10,"6,00",C,3
141,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']",['not responding berarti sistem tidak mampu memberikan respons dan ada kemungkinan untuk pulih setelah sementara waktu sedangkan hang tidak menunjukkan harapan untuk kembali berfungsi'],6,10,"6,00",C,3
142,2,['apakah perbedaan not responding dengan hang'],"['not responding berarti proses tidak merespon panggilan sistem operasi setelah batas waktu tertentu sifatnya recoverable', 'hang berarti terjadi deadlock sifatnya non recoverable']","['not responding adalah situasi di mana sistem operasi tidak dapat menjalankan perintah yang diberikan kepada suatu proses', 'sementara itu hang adalah kondisi di mana suatu proses telah mengalami not responding dalam jangka waktu yang lama']",6,10,"6,00",C,3
143,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['perintah yang digunakan untuk membuka sebuah device yang akan digunakan'],0,10,"0,00",E,1
144,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['proses mengkaitkan sebuah sistem berkas yang baru ditemukan pada sebuah piranti ke struktur direktori utama yang sedang dipakai'],10,10,"10,00",A,5
145,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting merupakan proses paling awal sebelum membuka sebuah direktori yaitu dengan membuat sebuah direktori baru yang menjadi sub tree dari tempat file system tersebut diletakan'],6,10,"6,00",C,3
146,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting tu memasang harddisk pak atau maksudnya settingannya kadang hdd awalnya kadang format raw atau mbr harus dipindah ke gpt biar enak', 'kalau urusan partisi atau volume berarti cuma antara mengatur ukuran hdd yang dialokasikan enable disable volume extend sama shrink']",0,10,"0,00",E,1
147,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting merupakan tindakan mengasosiasikan storage device flashdisk hdd cdrom dll ke lokasi tertentu pada directory tree linux dibawah root directory atau hal ini perlu dilakukan karena linux hanya mempunyai satu directory tree dengan induk atau root directory yang diberi simbol slash atau garis miring'],10,10,"10,00",A,5
148,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah proses paling awal sebelum membuka direktori yaitu dengan membuat sebuah direktori baru yang menjadi sub tree dari tempat file system tersebut diletakkan dimana sistem operasi membuat file dan direktori pada perangkat penyimpanan seperti hard drive cd rom atau jaringan berbagi'],6,10,"6,00",C,3
149,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['tidak ada jawaban'],0,10,"0,00",E,1
150,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah sebuah proses dimana sistem operasi membentuk suatu direktori yang menjadi sub tree pada perangkat penyimpanan supaya pengguna bisa mengakses melalui sistem file komputer'],8,10,"8,00",B,4
151,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mount adalah sebuah partisi', 'mounting merupakan proses mengaitkan sebuah sistem berkas yang baru ditemukan pada sebuah piranti ke struktur diretori utama yang sedang di pakai']",10,10,"10,00",A,5
152,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting merupakan tindakan mengasosiasikan storage device flashdisk hdd dll ke lokasi tertentu pada directory partisi'],10,10,"10,00",A,5
153,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting adalah sebuah partisi adalah mounting atau mount adalah perintah yang digunakan untuk membuka sebuah device yang akan digunakan', 'di linux sebuah device disimpan sebagai folder di direktori atau dev dan untuk membukanya dilakukan proses mounting yakni proses mengaitkan sebuah sistem device pada sebuah struktur direktori utama yang sedang dipakai', 'device yang dimaksud disini adalah hardisk', 'penting diketahui tentang penamaan partisi hardisk pada os linux silahkan baca ini analogi partisi dengan struktur direktory linux']",10,10,"10,00",A,5
154,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah tindakan membuat filesystem agar dapat diakses serta menyimpan lokasi mount volume dan membuat sub try baru'],8,10,"8,00",B,4
155,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting sebuah partisi atau volume adalah proses yang paling awal sebelum membuka', 'sebuah direktori atau tindakan mengasosiasikan storage device yaitu dengan membuat sebuah direktori baru yang menjadi sub tree dari tempat file system tersebut diletakkan']",6,10,"6,00",C,3
156,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['proses paling awal sebelum membuka sebuah direktori yaitu dengan membuat sebuah direktori baru yang menjadi sub tree dari tempat file system tersebut diletakkan'],6,10,"6,00",C,3
157,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting adalah sebuah proses alokasi storage seperti flashdisk atau ssd atau hdd pada', 'sistem operasi agar file system dapat mengaksesnya pada directory dan diberi label contohnya seperti f adalah atau d adalah']",8,10,"8,00",B,4
158,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['proses dimana sistem operasi membuat file dan direktori pada perangkat penyimpanan seperti hard drive cd rom atau jaringan berbagi tersedia bagi pengguna untuk mengakses melalui sistem file komputer', 'sebuah mount point adalah lokasi di partisi yang digunakan sebagai filesystem root']",6,10,"6,00",C,3
159,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting adalah proses menyambungkan sebuah partisi atau volume ke sebuah pointer yang bisa diakses oleh sebuah sistem operasi', 'sebagai contoh jika di windows proses mounting partisi akan disambung ke drive']",10,10,"10,00",A,5
160,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah proses dimana sistem operasi membuat file dan direktori pada perangkat penyimpanan seperti hard drive cd rom atau jaringan berbagi tersedia bagi pengguna untuk mengakses melalui sistem file komputer'],6,10,"6,00",C,3
161,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah proses mengaitkan sebuah sistem berkas yang baru ditemukan pada sebuah piranti ke struktur diretori utama yang sedang di pakai'],8,10,"8,00",B,4
162,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting merupakan proses sebelum membuka sebuah direktori yaitu dengan membuat sebuah direktori baru sebagai sub tree dari direktori yang akan dibuka'],6,10,"6,00",C,3
163,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah proses mengaktifkan sebuah sistem device yang sedang dipakai'],0,10,"0,00",E,1
164,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah sebuah partisi karena proses mounting ini yang membagikan atau mengkaitkan sebuah sistem berkas yang baru ditemukan pada sebuah piranti ke struktur direktori utama yang sedang dipakai'],5,10,"5,00",D,2
165,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['merupakan proses awal sebelum dibukanya sebuah direktori yaitu dengan membuat', 'sebuah direktori baru yang menjadi sub tree dari tempat file system diletakkan']",6,10,"6,00",C,3
166,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah adalah melakukan pengaturan terhadap os agar isi didalam partisi dapat berjalan di os dan menempati posisi drive di os'],4,10,"4,00",D,2
167,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting volume yang dinyatakan terbuka oleh so server kemudian dapat di mount pada struktur data so klien', 'secara lokal dianggap sebagai cabang dari struktur data setempat kemudian di mount pada mount point yang ditunjuk oleh so misalnya network drive di windows kemudian so klien menciptakan struktur data on memory lokal virtual file system']",10,10,"10,00",A,5
168,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting adalah sebuah proses memasukkan sebuah file jadi atau mentah kedalam mount table yang dilakukan melalui partisi sebuah file jadi atau mentah', 'kemudian pada saat pemasangan file akan diperiksa apakah metadatanya benar', 'jika tidak maka coba kembali dan jika iya maka file dimasukkan kedalam mount table dan access diberikan']",8,10,"8,00",B,4
169,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting adalah proses yang dilakukan ketika akan membuka sebuah direktori', 'proses yang dilakukan adalah membuat direktori baru direktori baru ini menjadi sub tree untuk tempat dari file sistem yang akan ditaruh']",6,10,"6,00",C,3
170,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['proses paling awal sebelum membuka directory yaitu dengan membuat directory baru yang menjadi sub tree dari tempat file system tersebut diletakan'],6,10,"6,00",C,3
171,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mount adalah perintah untuk membuka sebuah device yang akan digunakan'],0,10,"0,00",E,1
172,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting berarti mengatur sistem operasi agar dapat mengakses isi partisi dan menempatkannya pada drive tertentu di sistem operasi tersebut'],4,10,"4,00",D,2
173,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah sebuah partisi yang terkait dengan proses menghubungkan sistem berkas yang baru ditemukan pada perangkat tertentu ke dalam struktur direktori utama yang sedang aktif'],4,10,"4,00",D,2
174,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']",['mounting adalah partisi baru yang ditambahkan dalam suatu sistem direktori'],4,10,"4,00",D,2
175,3,['apakah yang disebut dengan mounting sebuah partisi atau volume'],"['memasangkan sebuah storage volume partisi ke sebuah node yang dapat diakses pada sebuah sistem komputer', 'filesystem akan dibaca oleh sistem operasi untuk mengetahui informasi dan isi mengenai volume tersebut']","['mounting adalah melakukan setting terhadap os agar isi didalam partisi dapat berjalan di os dan menempati posisi drive di os', 'biasanya terjadi di dalam menginstall game seperti ingin menginstall game cyberpunk 2077 bajakan jika bentuk partisinya harus dibuka menjadi drive harus melakukan mounting terlebih dahulu']",8,10,"8,00",B,4
176,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010111']","['representasi fisik dalam konsep penyimpanan berkas di computer yaitu keadaan ketika komputer mengakses data tertentu yang disimpan di media penyimpanan dengan menggunakan dan melihat lokasi atau lokasi fisiknya', 'contohnya ketika computer sedang membaca file pada sebuah hard disk', 'representasi logis yaitu ketika kita atau seseorang melihat file atau dokumen yang disimpan dalam folder tertentu pada drive atau partisi tertentu', 'contohnya ketika kita sedang membuka dan melihat file yang berada pada suatu folder di partisi d']",5,5,"10,00",A,5
177,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010112']","['penyimpanan fisik adalah media penyimpanan merupakan peralatan fisik yang menyimpan representasi data dan terbagi dalam 2 golongan ya itu penyimpanan primer dan penyimpanan sekunder', 'contoh adalah harddisk flaskdisk', 'representasi logis adalah adalah proses yang membentuk kesimpulan dan menarik suatu inferensi berdasarkan fakta yang sudah ada', 'contoh adalah script informasi']",2,5,"4,00",D,2
178,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010113']","['penyimpanan representasi fisik adalah media penyimpanan peralatan fisik yang menyimpan representasi data dan terbagi dalam 2 golongan yaitu primer dan sekunder', 'penyimpanan representasi logis adalah menggunakan logis formal untuk merepresentasikan basis pengetahuan', 'representasi yang menggunakan logis yang paling banyak digunakan adalah representasi yang menggunakan kalkulus predikat orde pertama', 'penyimpanan fisik adalah harddisk', 'penyimpanan logis adalah data dan informasi']",2,5,"4,00",D,2
179,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010114']","['representasi fisik dalam konsep penyimpanan berkas adalah penyimpanan yang bersifat fisik dan dapat digunakan untuk menyimpan berkas berkas dalam jangka waktu lama', 'contohnya adalah harddisk dan memori internal', 'sedangkan representasi logis adalah penyimpanan yang bersifat volatile dan dapat di reset sewaktu waktu', 'contohnya adalah ram dan penyimpanan cache di komputer']",2,5,"4,00",D,2
180,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010115']","['representasi fisik adalah spesifikasi dari struktur data sesuai dengan implementasinya dalam memori komputer dan kesediaan dalam bahasa pemrograman', 'representasi jenis ini menggunakan ekspresi ekspresi dalam logila formal untuk merepresentasikan basis pengetahuan pada dasarnya proses logika adalah proses membentuk kesimpulan dan menarik suatu inferensi berdasarkan fakta yang telah ada']",2,5,"4,00",D,2
181,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010116']","['representasi fisik itu bersifat selamanya dan representasi logis itu bersifat volitile atau sementara', 'contoh adalah hard disk memory internal dan lain lain']","1,5",5,"3,00",E,1
182,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010117']","['representasi fisik adalah media penyimpanan merupakan peralatan fisik yang menyimpan representasi data terbagi menjadi 2 golongan yakni adalah penyimpanan primer adalah kecepatan akses tinggi kapasitas lebih kecil dan harganya relatif mahal', 'penyimpanan sekunder adalah kecepatan akses rendah kapasitas besar dan harganya relatif murah', 'representasi logis adalah penggambaran data menggunakan mode entity relationship e r model objek model semantik dan lain lain']",2,5,"4,00",D,2
